Flare_ID,Date,Time (UT),GOES Class,STIX Coverage,HEK_flare_class,HEK_flare_tstart,HEK_flare_tpeak,HEK_flare_tend,HEK_flare_hgc_x,HEK_flare_hgc_y,HEK_flare_hpc_x,HEK_flare_hpc_y
2.02306E+13,2023-06-13,20:30:00,C3.9,No,,20:29:46,20:30:46,20:35:58,-86.1357185,-21.363985,-883.2,-345.6
2.02306E+13,2023-06-18,0:30:00,M1.3,No,,0:29:38,0:30:02,0:35:26,-74.753676,-20.179595,-345.6,-345.6
2.02306E+13,2023-06-20,17:07:00,X1.1,No?,X1.1,16:42:00,17:09:00,17:35:10,-160.30048,-17,-864.09216,-283.655328
2.02306E+13,2023-06-20,17:55:00,M1.2,No,,18:05:58,18:06:10,18:08:34,-22.228604,-20.782027,806.4,-345.6
2.02306E+13,2023-06-21,15:37:00,M1.0,No,,15:35:46,15:37:22,15:47:46,-92.5771817,18.203935,115.2,268.8
2.02306E+13,2023-06-22,1:06:00,C6.2,No,,1:05:10,1:06:58,1:09:58,-97.8091388,18.250176,115.2,268.8
2.02306E+13,2023-06-22,23:37:00,M4.9,No,,23:34:22,23:38:58,0:44:34,-157.912505,-19.972116,-576,-345.6
2.02306E+13,2023-06-24,21:13:00,C4.9,Yes,C4.9,21:05:00,21:17:00,21:27:00,-142.66565,0,0,-35.0096394
2.02306E+13,2023-06-25,21:58:00,C6.8,Yes,,21:57:46,21:58:10,22:00:34,-99.65386,22.674146,729.6,345.6
2.02306E+13,2023-06-25,22:59:00,C1.6,No,C1.6,22:58:00,23:01:00,23:06:00,-127.9412,24,419.40309,355.285134
2.02306E+13,2023-06-26,1:34:00,C2.2,No,C2.2,1:31:00,1:36:00,1:42:00,-127.34761,24,445.519008,355.68753
2.02306E+13,2023-06-26,16:18:00,M1.6,No,,16:17:08,16:19:56,16:21:32,160.654355,13.652653,-499.2,192
2.02306E+13,2023-06-26,22:19:00,C2.3,No,C2.3,22:16:00,22:21:00,22:26:00,-129.79189,25,551.380506,372.697812
2.02306E+13,2023-06-27,15:12:00,C9.8,No,,15:06:10,15:12:58,15:19:34,-130.4996,23.046419,652.8,345.6
2.02306E+13,2023-06-27,22:26:00,C4.4,Yes,C4.4,22:22:00,22:33:00,23:01:19,-127.08372,22,726.91008,332.834784
2.02306E+13,2023-06-29,14:10:00,M3.8,No,,14:06:58,14:12:22,14:14:22,172.459329,19.016282,268.8,268.8
2.02306E+13,2023-06-29,16:36:00,C2.5,No,C2.5,16:19:00,16:37:00,16:51:00,169.77989,17,249.717156,236.227584
2.02306E+13,2023-06-29,22:00:00,C5.3,No,,21:57:22,21:59:22,22:12:10,168.139371,19.051288,268.8,268.8
2.02306E+13,2023-06-30,18:56:00,C3.7,No,,18:55:22,18:55:58,19:02:10,161.222105,14.278067,345.6,192
2.02307E+13,2023-07-04,19:18:00,C8.0,Yes,C8.0,19:08:00,19:28:00,19:45:00,86.046076,0,0,-53.3112024
2.02307E+13,2023-07-11,14:27:00,M2.0,Yes,,14:31:47,14:32:35,14:42:47,22.913859,10.499944,422.4,115.2
2.02307E+13,2023-07-11,18:00:00,M6.8,Yes,,17:54:58,17:59:46,18:21:22,-94.328448,25.514447,-883.2,422.4
2.02307E+13,2023-07-11,22:12:00,M5.8,Yes,,22:11:42,22:13:06,22:17:30,-96.6793,25.513943,-883.2,422.4
2.02307E+13,2023-07-16,17:40:00,M4.0,Yes,,17:39:30,17:40:18,17:46:18,-14.141469,-24.229643,729.6,-422.4
2.02307E+13,2023-07-17,22:45:00,M2.7,Yes,,22:42:22,22:46:34,22:52:22,-17.43935,-25.119121,806.4,-422.4
2.02307E+13,2023-07-17,23:36:00,M5.7,Yes,,23:19:14,23:36:26,23:52:50,-0.366378,-21.277009,883.2,-345.6
2.02307E+13,2023-07-18,19:25:00,M1.3,Yes,C6.0,19:16:00,19:25:00,19:32:00,-134.30144,26,-488.151102,357.379728
2.02307E+13,2023-07-19,17:15:00,M3.8,Yes,,17:12:53,17:21:29,17:48:41,-35.453163,-15.439831,883.2,-268.8
2.02307E+13,2023-07-20,19:53:00,C9.7,No,,19:52:10,19:54:46,20:00:34,-164.67993,-12.742037,-576,-268.8
2.02307E+13,2023-07-23,14:55:00,C5.2,Yes,,14:51:53,14:55:53,14:58:53,-94.71191,23.39218,806.4,345.6
2.02307E+13,2023-07-25,23:43:00,C3.6,Yes,,23:42:53,23:43:29,23:47:29,163.2088117,16.944889,-38.4,192
2.02307E+13,2023-07-26,15:57:00,M2.1,Yes,,15:56:14,15:56:50,16:00:26,-115.10658,21.299688,883.2,345.6
2.02307E+13,2023-07-28,14:50:00,C7.8,No,,14:48:59,14:49:59,14:51:23,55.330629,-15.218804,-883.2,-268.8
2.02307E+13,2023-07-28,20:51:00,C6.0,No,,20:48:44,20:49:56,20:53:56,39.418739,21.294024,-883.2,345.6
2.02307E+13,2023-07-29,16:20:00,M1.4,No,,16:09:56,16:20:15,16:45:23,123.9793625,-11.065192,115,-270.8
2.02307E+13,2023-07-30,22:19:00,C1.5,No,,22:18:10,22:18:58,22:20:22,127.303708,-11.436875,422.4,-268.8
2.02307E+13,2023-07-31,22:46:00,C5.4,No,C5.4,22:35:00,22:47:00,22:52:00,124.893784,-9,576.486336,-221.32185
2.02308E+13,2023-08-02,0:21:00,C7.9,Yes,,0:19:56,0:23:08,0:34:20,-14.745371,-21.226416,-883.2,-345.6
2.02308E+13,2023-08-02,14:51:00,M1.7,Yes,M1.7,14:46:00,14:52:00,14:56:00,122.750035,-11,788.42946,-230.06061
2.02308E+13,2023-08-02,16:20:00,M1.3,Yes,,16:19:58,16:20:58,16:30:46,123.376701,-8.75868,806.4,-192
2.02308E+13,2023-08-02,19:11:00,M1.1,Yes,M1.1,19:09:00,19:14:00,19:21:00,62.334603,0,0,-97.112238
2.02308E+13,2023-08-05,22:05:00,X1.6,Yes,,20:50:20,22:05:56,23:20:56,-39.422819,-13.615736,-806.4,-268.8
2.02308E+13,2023-08-06,18:35:00,M5.5,Yes,,18:27:17,18:38:41,20:19:17,99.3486396,6.831497,960,115.2
2.02308E+13,2023-08-07,20:58:00,X1.5,Yes,,20:50:14,20:57:38,21:26:38,84.312303,11.271462,960,192
2.02308E+13,2023-08-14,20:42:00,C2.6,No,C8.9,20:30:00,21:10:00,21:38:00,-178.07388,13,-911.76558,195.096624
2.02308E+13,2023-08-15,21:56:00,C2.3,No?,,21:56:20,21:56:44,22:09:56,-113.7055507,27.963156,-38.4,345.6
2.02308E+13,2023-08-18,19:20:00,C3.7,Yes,,19:17:46,19:19:46,19:24:46,-101.860836,21.101209,652.8,268.8
2.02308E+13,2023-08-18,21:20:00,C3.0,No?,C3.0,21:17:00,21:35:00,21:58:00,-150.37654,0,0,-112.562712
2.02308E+13,2023-08-24,15:52:00,C1.1,No,,15:52:20,15:53:56,15:58:44,81.614886,-12.140118,-729.6,-268.8
2.02308E+13,2023-08-25,1:04:00,M1.5,No,,1:02:46,1:04:34,1:07:46,76.572739,-12.130688,-729.6,-268.8
2.02308E+13,2023-08-26,21:48:00,C2.6,Yes,,21:47:59,21:48:59,21:55:47,-166.960276,6.8230298,960,115.2
2.02308E+13,2023-08-30,17:15:00,C1.0,No?,,17:14:32,17:14:44,17:17:08,96.991009,7.5070584,652.8,38.4
2.02309E+13,2023-09-03,0:18:00,M1.1,Yes,,0:17:10,0:17:22,0:19:22,98.6093112,11.252874,960,192
2.02309E+13,2023-09-07,19:01:00,M2.1,No,,19:00:54,19:03:30,19:36:54,-108.156175,20.646151,-729.6,268.8
2.02309E+13,2023-09-11,21:11:00,C8.2,Yes?,,21:10:22,21:11:58,21:24:34,-114.9077771,23.498371,-115.2,268.8
2.02309E+13,2023-09-12,21:54:00,C5.6,[No?],,21:53:34,21:54:46,21:56:34,-81.859801,17.245937,576,192
