Flare_ID,Date,Time (UT),flare_class,EO_tstart,EO_tpeak,EO_tend,EO_xcen,EO_ycen,depec_file
20231201211500,2023-12-01,21:15:00,M1.0,2023-12-01 21:13:08,2023-12-01 21:15:40,2023-12-01 21:17:16,,,eovsa.spec.flare_id_20231201211500.fits
20231201215200,2023-12-01,21:52:00,C5.0,2023-12-01 21:51:48,2023-12-01 21:53:06,2023-12-01 21:54:38,,,eovsa.spec.flare_id_20231201215200.fits
20231206185400,2023-12-06,18:54:00,C4.8,2023-12-06 18:53:26,2023-12-06 18:54:43,2023-12-06 18:55:53,,,eovsa.spec.flare_id_20231206185400.fits
20231207181200,2023-12-07,18:12:00,C4.1,2023-12-07 18:11:25,2023-12-07 18:12:34,2023-12-07 18:15:22,,,eovsa.spec.flare_id_20231207181200.fits
20231207205300,2023-12-07,20:53:00,C8.2,2023-12-07 20:53:03,2023-12-07 20:56:45,2023-12-07 20:59:08,,,eovsa.spec.flare_id_20231207205300.fits
20231208230200,2023-12-08,23:02:00,M5.5,2023-12-08 23:02:50,2023-12-08 23:03:43,2023-12-08 23:15:14,,,eovsa.spec.flare_id_20231208230200.fits
20231210224300,2023-12-10,22:43:00,M1.4,2023-12-10 22:42:39,2023-12-10 22:43:09,2023-12-10 22:43:59,,,eovsa.spec.flare_id_20231210224300.fits
20231214170000,2023-12-14,17:00:00,X2.7,2023-12-14 17:30:37,2023-12-14 17:32:00,2023-12-14 18:00:14,,,eovsa.spec.flare_id_20231214170000.fits
20231215212000,2023-12-15,21:20:00,C5.5,2023-12-15 21:18:46,2023-12-15 21:20:26,2023-12-15 21:21:41,,,eovsa.spec.flare_id_20231215212000.fits
20231220184200,2023-12-20,18:42:00,C7.3,2023-12-20 18:40:00,2023-12-20 18:42:00,2023-12-20 18:44:00,,,eovsa.spec.flare_id_20231220184200.fits
20231221212000,2023-12-21,21:20:00,C4.0,2023-12-21 21:20:10,2023-12-21 21:20:44,2023-12-21 21:22:01,,,eovsa.spec.flare_id_20231221212000.fits
20231224164300,2023-12-24,16:43:00,M2.7,2023-12-24 16:43:08,2023-12-24 16:43:20,2023-12-24 16:47:20,,,eovsa.spec.flare_id_20231224164300.fits
20231231190100,2023-12-31,19:01:00,M1.0,2023-12-31 19:00:52,2023-12-31 19:02:38,2023-12-31 19:05:05,,,eovsa.spec.flare_id_20231231190100.fits
20231231203000,2023-12-31,20:30:00,C6.6,2023-12-31 20:30:24,2023-12-31 20:31:17,2023-12-31 20:36:45,,,eovsa.spec.flare_id_20231231203000.fits
20231231214000,2023-12-31,21:40:00,X5.0,2023-12-31 21:38:04,2023-12-31 21:45:29,2023-12-31 22:04:31,,,eovsa.spec.flare_id_20231231214000.fits
20240102181000,2024-01-02,18:10:00,M1.2,2024-01-02 18:07:41,2024-01-02 18:10:54,2024-01-02 18:13:56,-794.3,121.3,eovsa.spec.flare_id_20240102181000.fits
20240102220100,2024-01-02,22:01:00,C1.1,2024-01-02 22:00:27,2024-01-02 22:01:13,2024-01-02 22:04:08,-771.7,92.0,eovsa.spec.flare_id_20240102220100.fits
20240103175000,2024-01-03,17:50:00,B8.9,2024-01-03 17:49:36,2024-01-03 17:49:59,2024-01-03 17:50:33,-636.5,109.4,eovsa.spec.flare_id_20240103175000.fits
20240103194500,2024-01-03,19:45:00,C2.1,2024-01-03 19:44:01,2024-01-03 19:43:35,2024-01-03 19:45:03,,,eovsa.spec.flare_id_20240103194500.fits
20240106163000,2024-01-06,16:30:00,C2.4,2024-01-06 16:28:28,2024-01-06 16:29:06,2024-01-06 16:30:50,-830.3,-245.8,eovsa.spec.flare_id_20240106163000.fits
20240106215700,2024-01-06,21:57:00,C1.8,2024-01-06 21:56:57,2024-01-06 21:57:40,2024-01-06 22:01:12,,,eovsa.spec.flare_id_20240106215700.fits
20240110182000,2024-01-10,18:20:00,C2.8,2024-01-10 18:19:34,2024-01-10 18:20:02,2024-01-10 18:21:48,,,eovsa.spec.flare_id_20240110182000.fits
20240110190000,2024-01-10,19:00:00,C6.5,2024-01-10 19:00:39,2024-01-10 19:02:38,2024-01-10 19:08:08,757.0,184.8,eovsa.spec.flare_id_20240110190000.fits
20240111175100,2024-01-11,17:51:00,M1.5,2024-01-11 17:50:24,2024-01-11 17:50:54,2024-01-11 17:52:54,,,eovsa.spec.flare_id_20240111175100.fits
20240111201200,2024-01-11,20:12:00,C7.9,2024-01-11 20:10:41,2024-01-11 20:11:51,2024-01-11 20:12:06,,,eovsa.spec.flare_id_20240111201200.fits
20240121201200,2024-01-21,20:12:00,C5.8,2024-01-21 20:08:42,2024-01-21 20:09:16,2024-01-21 20:10:50,,,eovsa.spec.flare_id_20240121201200.fits
20240122191800,2024-01-22,19:18:00,M1.0,2024-01-22 19:20:24,2024-01-22 19:20:51,2024-01-22 19:22:25,-237.2,510.2,eovsa.spec.flare_id_20240122191800.fits
20240122212000,2024-01-22,21:20:00,M3.4,2024-01-22 21:19:12,2024-01-22 21:19:56,2024-01-22 21:28:09,453.2,-216.1,eovsa.spec.flare_id_20240122212000.fits
20240122214000,2024-01-22,21:40:00,M1.6,2024-01-22 21:39:34,2024-01-22 21:41:57,2024-01-22 21:49:56,459.1,-215.2,eovsa.spec.flare_id_20240122214000.fits
20240123163700,2024-01-23,16:37:00,M4.3,2024-01-23 16:37:48,2024-01-23 16:38:49,2024-01-23 16:48:26,,,eovsa.spec.flare_id_20240123163700.fits
20240123173800,2024-01-23,17:38:00,C7.3,2024-01-23 17:33:19,2024-01-23 17:37:44,2024-01-23 17:38:30,,,eovsa.spec.flare_id_20240123173800.fits
20240123210300,2024-01-23,21:03:00,C4.9,2024-01-23 21:00:31,2024-01-23 21:03:04,2024-01-23 21:07:46,,,eovsa.spec.flare_id_20240123210300.fits
20240124210800,2024-01-24,21:08:00,M1.3,2024-01-24 21:06:32,2024-01-24 21:06:23,2024-01-24 21:08:26,801.0,-229.0,eovsa.spec.flare_id_20240124210800.fits
20240129163800,2024-01-29,16:38:00,C5.9,2024-01-29 16:36:38,2024-01-29 16:37:46,2024-01-29 16:39:37,,,eovsa.spec.flare_id_20240129163800.fits
20240129223100,2024-01-29,22:31:00,C1.8,2024-01-29 22:30:50,2024-01-29 22:31:14,2024-01-29 22:31:56,,,eovsa.spec.flare_id_20240129223100.fits
20240130173700,2024-01-30,17:37:00,C5.7,2024-01-30 17:36:45,2024-01-30 17:37:23,2024-01-30 17:39:14,,,eovsa.spec.flare_id_20240130173700.fits
20240201223300,2024-02-01,22:33:00,C1.2,2024-02-01 22:32:58,2024-02-01 22:33:41,2024-02-01 22:34:27,,,eovsa.spec.flare_id_20240201223300.fits
20240202163000,2024-02-02,16:30:00,C3.2,2024-02-02 16:29:47,2024-02-02 16:30:24,2024-02-02 16:32:08,,,eovsa.spec.flare_id_20240202163000.fits
20240202164700,2024-02-02,16:47:00,C2.6,2024-02-02 16:47:11,2024-02-02 16:47:57,2024-02-02 16:49:12,,,eovsa.spec.flare_id_20240202164700.fits
20240204205500,2024-02-04,20:55:00,M1.3,2024-02-04 20:55:19,2024-02-04 20:56:16,2024-02-04 21:07:24,-890.9,-293.7,eovsa.spec.flare_id_20240204205500.fits
20240204222700,2024-02-04,22:27:00,M2.7,2024-02-04 22:25:15,2024-02-04 22:30:43,2024-02-04 22:42:44,,,eovsa.spec.flare_id_20240204222700.fits
20240205230600,2024-02-05,23:06:00,C6.1,2024-02-05 23:02:40,2024-02-05 23:06:28,2024-02-05 23:10:37,,,eovsa.spec.flare_id_20240205230600.fits
20240206173400,2024-02-06,17:34:00,C3.2,2024-02-06 17:30:43,2024-02-06 17:35:11,2024-02-06 17:46:07,,,eovsa.spec.flare_id_20240206173400.fits
20240206184500,2024-02-06,18:45:00,M1.3,2024-02-06 18:39:11,2024-02-06 18:48:24,2024-02-06 18:54:26,718.5,-575.2,eovsa.spec.flare_id_20240206184500.fits
20240207175200,2024-02-07,17:52:00,M1.4,2024-02-07 17:48:28,2024-02-07 17:52:11,2024-02-07 17:57:36,-545.8,-176.8,eovsa.spec.flare_id_20240207175200.fits
20240207202500,2024-02-07,20:25:00,C3.4,2024-02-07 20:24:50,2024-02-07 20:25:20,2024-02-07 20:28:51,,,eovsa.spec.flare_id_20240207202500.fits
20240208170500,2024-02-08,17:05:00,C7.0,2024-02-08 17:05:10,2024-02-08 17:05:33,2024-02-08 17:07:23,-356.2,-165.3,eovsa.spec.flare_id_20240208170500.fits
20240208173600,2024-02-08,17:36:00,C2.4,2024-02-08 17:36:27,2024-02-08 17:36:42,2024-02-08 17:37:59,,,eovsa.spec.flare_id_20240208173600.fits
20240208190200,2024-02-08,19:02:00,M1.3,2024-02-08 19:00:11,2024-02-08 19:01:53,2024-02-08 19:02:53,-342.4,-163.7,eovsa.spec.flare_id_20240208190200.fits
20240208233200,2024-02-08,23:32:00,M4.0,2024-02-08 23:21:27,2024-02-08 23:32:12,2024-02-08 23:42:38,,,eovsa.spec.flare_id_20240208233200.fits
20240209000900,2024-02-09,00:09:00,M4.0,2024-02-08 23:59:55,2024-02-09 00:16:24,2024-02-09 00:22:49,,,eovsa.spec.flare_id_20240209000900.fits
20240209172500,2024-02-09,17:25:00,C6.8,2024-02-09 17:24:58,2024-02-09 17:30:02,2024-02-09 17:32:26,,,eovsa.spec.flare_id_20240209172500.fits
20240209175600,2024-02-09,17:56:00,M1.2,2024-02-09 17:55:27,2024-02-09 17:56:00,2024-02-09 18:02:03,-122.2,-141.9,eovsa.spec.flare_id_20240209175600.fits
20240210181800,2024-02-10,18:18:00,C6.2,2024-02-10 18:18:01,2024-02-10 18:18:25,2024-02-10 18:21:31,,,eovsa.spec.flare_id_20240210181800.fits
20240210204600,2024-02-10,20:46:00,C2.7,2024-02-10 20:45:51,2024-02-10 20:46:49,2024-02-10 20:50:11,,,eovsa.spec.flare_id_20240210204600.fits
20240210210700,2024-02-10,21:07:00,C2.8,2024-02-10 21:06:36,2024-02-10 21:08:05,2024-02-10 21:09:12,,,eovsa.spec.flare_id_20240210210700.fits
20240210224700,2024-02-10,22:47:00,C3.2,2024-02-10 22:46:24,2024-02-10 22:46:50,2024-02-10 22:49:09,75.6,-155.7,eovsa.spec.flare_id_20240210224700.fits
20240210230400,2024-02-10,23:04:00,M9.0,2024-02-10 23:01:28,2024-02-10 23:04:23,2024-02-10 23:16:07,200.6,-93.0,eovsa.spec.flare_id_20240210230400.fits
20240210235700,2024-02-10,23:57:00,C8.7,2024-02-10 23:55:00,2024-02-10 23:57:00,2024-02-10 23:59:00,,,eovsa.spec.flare_id_20240210235700.fits
20240211202000,2024-02-11,20:20:00,C2.1,2024-02-11 20:19:43,2024-02-11 20:24:53,2024-02-11 20:27:42,,,eovsa.spec.flare_id_20240211202000.fits
20240212155400,2024-02-12,15:54:00,M1.4,2024-02-12 15:45:31,2024-02-12 15:54:25,2024-02-12 15:54:36,,,eovsa.spec.flare_id_20240212155400.fits
20240212173400,2024-02-12,17:34:00,C5.8,2024-02-12 17:33:43,2024-02-12 17:34:17,2024-02-12 17:38:26,,,eovsa.spec.flare_id_20240212173400.fits
20240214175500,2024-02-14,17:55:00,C7.6,2024-02-14 17:53:52,2024-02-14 17:55:15,2024-02-14 17:56:44,,,eovsa.spec.flare_id_20240214175500.fits
20240216162000,2024-02-16,16:20:00,C6.2,2024-02-16 16:21:52,2024-02-16 16:27:41,2024-02-16 16:36:00,,,eovsa.spec.flare_id_20240216162000.fits
20240216220500,2024-02-16,22:05:00,M3.0,2024-02-16 22:05:06,2024-02-16 22:05:42,2024-02-16 22:06:18,,,eovsa.spec.flare_id_20240216220500.fits
20240220204000,2024-02-20,20:40:00,C1.3,2024-02-20 20:37:52,2024-02-20 20:38:02,2024-02-20 20:40:04,-738.1,388.5,eovsa.spec.flare_id_20240220204000.fits
20240221171400,2024-02-21,17:14:00,C2.3,2024-02-21 17:10:14,2024-02-21 17:13:53,2024-02-21 17:17:27,-620.6,375.9,eovsa.spec.flare_id_20240221171400.fits
20240221181700,2024-02-21,18:17:00,C3.4,2024-02-21 18:16:17,2024-02-21 18:17:17,2024-02-21 18:20:01,-612.8,404.9,eovsa.spec.flare_id_20240221181700.fits
20240221203300,2024-02-21,20:33:00,C4.1,2024-02-21 20:33:26,2024-02-21 20:33:42,2024-02-21 20:34:25,-597.1,378.5,eovsa.spec.flare_id_20240221203300.fits
20240221224100,2024-02-21,22:41:00,C4.4,2024-02-21 22:38:12,2024-02-21 22:41:18,2024-02-21 22:41:37,-591.3,391.8,eovsa.spec.flare_id_20240221224100.fits
20240221230400,2024-02-21,23:04:00,X1.9,2024-02-21 23:01:26,2024-02-21 23:05:17,2024-02-21 23:14:57,-603.6,367.2,eovsa.spec.flare_id_20240221230400.fits
20240222175300,2024-02-22,17:53:00,C4.3,2024-02-22 17:51:00,2024-02-22 17:53:00,2024-02-22 17:55:00,-462.3,396.1,eovsa.spec.flare_id_20240222176300.fits
20240222204000,2024-02-22,20:40:00,M4.8,2024-02-22 20:38:00,2024-02-22 20:40:00,2024-02-22 20:42:00,-437.9,408.0,eovsa.spec.flare_id_20240222204000.fits
20240222223200,2024-02-22,22:32:00,X6.4,2024-02-22 22:20:35,2024-02-22 22:28:48,2024-02-22 22:35:50,-412.1,376.3,eovsa.spec.flare_id_20240222223200.fits
20240223154500,2024-02-23,15:45:00,M1.5,2024-02-23 15:41:17,2024-02-23 15:44:37,2024-02-23 15:57:29,,,eovsa.spec.flare_id_20240223154500.fits
20240223161700,2024-02-23,16:17:00,M1.0,2024-02-23 16:14:43,2024-02-23 16:17:11,2024-02-23 16:20:29,-274.4,392.8,eovsa.spec.flare_id_20240223161700.fits
20240223174000,2024-02-23,17:40:00,M2.7,2024-02-23 17:32:18,2024-02-23 17:40:30,2024-02-23 17:52:12,-239.0,393.8,eovsa.spec.flare_id_20240223174000.fits
20240223202500,2024-02-23,20:25:00,C2.6,2024-02-23 20:24:29,2024-02-23 20:24:54,2024-02-23 20:31:56,-187.6,419.0,eovsa.spec.flare_id_20240223202500.fits
20240223211200,2024-02-23,21:12:00,C6.1,2024-02-23 21:10:00,2024-02-23 21:12:00,2024-02-23 21:14:00,-209.2,412.6,eovsa.spec.flare_id_20240223211200.fits
20240223231200,2024-02-23,23:12:00,C5.0,2024-02-23 23:07:39,2024-02-23 23:12:03,2024-02-23 23:17:20,-148.1,409.4,eovsa.spec.flare_id_20240223231200.fits
20240224171600,2024-02-24,17:16:00,C5.8,2024-02-24 17:14:37,2024-02-24 17:16:06,2024-02-24 17:25:22,-53.6,411.8,eovsa.spec.flare_id_20240224171600.fits
20240225170600,2024-02-25,17:06:00,M2.1,2024-02-25 17:03:14,2024-02-25 17:06:38,2024-02-25 17:18:58,148.0,405.4,eovsa.spec.flare_id_20240225170600.fits
20240226204400,2024-02-26,20:44:00,C1.8,2024-02-26 20:42:14,2024-02-26 20:44:07,2024-02-26 20:48:22,410.2,403.4,eovsa.spec.flare_id_20240226204400.fits
20240226215300,2024-02-26,21:53:00,C1.4,2024-02-26 21:52:51,2024-02-26 21:53:09,2024-02-26 21:53:58,427.7,408.6,eovsa.spec.flare_id_20240226215300.fits
20240228180400,2024-02-28,18:04:00,M1.4,2024-02-28 17:22:18,2024-02-28 17:48:12,2024-02-28 18:24:13,704.3,379.6,eovsa.spec.flare_id_20240228180400.fits
20240301001800,2024-03-01,00:18:00,C1.6,2024-03-01 00:16:29,2024-03-01 00:18:30,2024-03-01 00:24:18,849.4,359.5,eovsa.spec.flare_id_20240301001800.fits
20240301193300,2024-03-01,19:33:00,C2.2,2024-03-01 19:31:00,2024-03-01 19:33:00,2024-03-01 19:35:00,,,eovsa.spec.flare_id_20240301193300.fits
20240307165000,2024-03-07,16:50:00,C2.3,2024-03-07 16:49:28,2024-03-07 16:49:59,2024-03-07 16:52:43,-73.7,-99.7,eovsa.spec.flare_id_20240307165000.fits
20240307221000,2024-03-07,22:10:00,C3.5,2024-03-07 22:09:57,2024-03-07 22:10:26,2024-03-07 22:11:29,-6.6,-79.2,eovsa.spec.flare_id_20240307221000.fits
20240308212400,2024-03-08,21:24:00,M1.3,2024-03-08 21:23:43,2024-03-08 21:24:43,2024-03-08 21:28:57,222.1,-137.2,eovsa.spec.flare_id_20240308212400.fits
20240308230500,2024-03-08,23:05:00,C1.1,2024-03-08 23:04:28,2024-03-08 23:06:18,2024-03-08 23:27:29,223.5,-93.2,eovsa.spec.flare_id_20240308230500.fits
20240311221800,2024-03-11,22:18:00,B9.0,2024-03-11 22:18:59,2024-03-11 22:19:51,2024-03-11 22:22:01,774.0,-158.2,eovsa.spec.flare_id_20240311221800.fits
20240313233000,2024-03-13,23:30:00,C6.2,2024-03-13 23:28:00,2024-03-13 23:30:00,2024-03-13 23:32:00,929.0,-185.3,eovsa.spec.flare_id_20240313233000.fits
20240316164200,2024-03-16,16:42:00,M3.5,2024-03-16 16:41:27,2024-03-16 16:41:19,2024-03-16 16:44:25,,,eovsa.spec.flare_id_20240316164200.fits
20240316191200,2024-03-16,19:12:00,C8.2,2024-03-16 19:11:35,2024-03-16 19:12:33,2024-03-16 19:14:26,-983.0,-226.5,eovsa.spec.flare_id_20240316191200.fits
20240318191800,2024-03-18,19:18:00,M6.7,2024-03-18 19:11:39,2024-03-18 19:17:59,2024-03-18 19:20:44,-918.2,-152.8,eovsa.spec.flare_id_20240318191800.fits
20240319195400,2024-03-19,19:54:00,C5.8,2024-03-19 19:53:42,2024-03-19 19:54:22,2024-03-19 19:59:09,,,eovsa.spec.flare_id_20240319195400.fits
20240319232500,2024-03-19,23:25:00,M2.1,2024-03-19 23:24:24,2024-03-19 23:25:12,2024-03-19 23:28:33,,,eovsa.spec.flare_id_20240319232500.fits
20240320225500,2024-03-20,22:55:00,M2.0,2024-03-20 22:53:00,2024-03-20 22:55:00,2024-03-20 22:57:00,-590.6,-126.1,eovsa.spec.flare_id_20240320225500.fits
20240320231500,2024-03-20,23:15:00,C9.0,2024-03-20 23:13:00,2024-03-20 23:15:00,2024-03-20 23:17:00,-593.3,-86.6,eovsa.spec.flare_id_20240320231500.fits
20240321180700,2024-03-21,18:07:00,C5.8,2024-03-21 18:01:32,2024-03-21 18:06:05,2024-03-21 18:16:55,-353.2,395.3,eovsa.spec.flare_id_20240321180700.fits
20240322200900,2024-03-22,20:09:00,C5.9,2024-03-22 20:08:34,2024-03-22 20:08:59,2024-03-22 20:10:52,-314.1,-129.9,eovsa.spec.flare_id_20240322200900.fits
20240322202600,2024-03-22,20:26:00,M4.6,2024-03-22 20:19:33,2024-03-22 20:31:46,2024-03-22 20:41:49,-309.3,-135.5,eovsa.spec.flare_id_20240322202600.fits
20240323011000,2024-03-23,01:10:00,X1.1,2024-03-23 00:59:02,2024-03-23 01:08:41,2024-03-23 01:10:32,,,eovsa.spec.flare_id_20240323011000.fits
20240323150800,2024-03-23,15:08:00,M3.7,2024-03-23 15:07:16,2024-03-23 15:08:12,2024-03-23 15:10:43,-131.8,-111.5,eovsa.spec.flare_id_20240323150800.fits
20240323164400,2024-03-23,16:44:00,M2.8,2024-03-23 16:41:51,2024-03-23 16:44:29,2024-03-23 16:44:46,-47.1,-69.8,eovsa.spec.flare_id_20240323164400.fits
20240323234600,2024-03-23,23:46:00,M2.4,2024-03-23 23:44:43,2024-03-23 23:45:57,2024-03-23 23:47:30,4.6,-91.6,eovsa.spec.flare_id_20240323234600.fits
20240324005600,2024-03-24,00:56:00,C9.5,2024-03-24 00:54:20,2024-03-24 00:56:23,2024-03-24 00:58:37,-12.1,-149.1,eovsa.spec.flare_id_20240324005600.fits
20240325145700,2024-03-25,14:57:00,C7.8,2024-03-25 14:57:01,2024-03-25 14:57:31,2024-03-25 15:01:41,,,eovsa.spec.flare_id_20240325145700.fits
20240325160300,2024-03-25,16:03:00,C4.3,2024-03-25 15:58:42,2024-03-25 16:03:29,2024-03-25 16:07:35,367.3,-81.4,eovsa.spec.flare_id_20240325160300.fits
20240325174000,2024-03-25,17:40:00,C2.5,2024-03-25 17:35:46,2024-03-25 17:40:48,2024-03-25 17:42:09,386.2,-83.1,eovsa.spec.flare_id_20240325174000.fits
20240325201100,2024-03-25,20:11:00,C3.6,2024-03-25 20:10:33,2024-03-25 20:11:45,2024-03-25 20:13:56,489.4,-114.6,eovsa.spec.flare_id_20240325201100.fits
20240325204800,2024-03-25,20:48:00,C1.8,2024-03-25 20:47:38,2024-03-25 20:47:57,2024-03-25 20:48:45,494.9,-108.8,eovsa.spec.flare_id_20240325204800.fits
20240325211600,2024-03-25,21:16:00,C3.1,2024-03-25 21:16:26,2024-03-25 21:19:55,2024-03-25 21:21:20,415.8,-106.0,eovsa.spec.flare_id_20240325211600.fits
20240325221100,2024-03-25,22:11:00,C2.2,2024-03-25 22:11:09,2024-03-25 22:11:41,2024-03-25 22:12:43,509.5,-114.4,eovsa.spec.flare_id_20240325221100.fits
20240325222900,2024-03-25,22:29:00,C4.5,2024-03-25 22:28:59,2024-03-25 22:29:31,2024-03-25 22:36:03,515.2,-115.9,eovsa.spec.flare_id_20240325222900.fits
20240325235000,2024-03-25,23:50:00,C4.2,2024-03-25 23:49:50,2024-03-25 23:50:57,2024-03-25 23:55:31,,,eovsa.spec.flare_id_20240325235000.fits
20240326003500,2024-03-26,00:35:00,M1.8,2024-03-26 00:34:29,2024-03-26 00:35:41,2024-03-26 00:36:47,580.5,-133.8,eovsa.spec.flare_id_20240326003500.fits
20240326011200,2024-03-26,01:12:00,C5.3,2024-03-26 01:10:00,2024-03-26 01:12:00,2024-03-26 01:14:00,,,eovsa.spec.flare_id_20240326011200.fits
20240326173700,2024-03-26,17:37:00,C3.5,2024-03-26 17:35:43,2024-03-26 17:36:47,2024-03-26 17:41:36,,,eovsa.spec.flare_id_20240326173700.fits
20240327200200,2024-03-27,20:02:00,C4.4,2024-03-27 20:02:03,2024-03-27 20:03:19,2024-03-27 20:05:19,689.5,-147.1,eovsa.spec.flare_id_20240327200200.fits
20240327202200,2024-03-27,20:22:00,C8.2,2024-03-27 20:20:00,2024-03-27 20:22:00,2024-03-27 20:24:00,670.9,-152.8,eovsa.spec.flare_id_20240327202200.fits
20240328205000,2024-03-28,20:50:00,X1.1,2024-03-28 20:36:14,2024-03-28 20:48:35,2024-03-28 21:21:28,784.2,-203.8,eovsa.spec.flare_id_20240328205000.fits
20240329005300,2024-03-29,00:53:00,C4.6,2024-03-29 00:51:54,2024-03-29 00:53:32,2024-03-29 00:56:45,,,eovsa.spec.flare_id_20240329005300.fits
20240329172100,2024-03-29,17:21:00,C7.2,2024-03-29 17:17:30,2024-03-29 17:22:02,2024-03-29 17:29:33,899.7,-175.3,eovsa.spec.flare_id_20240329172100.fits
20240329192300,2024-03-29,19:23:00,M1.2,2024-03-29 19:19:42,2024-03-29 19:23:49,2024-03-29 19:44:15,,,eovsa.spec.flare_id_20240329192300.fits
20240329203200,2024-03-29,20:32:00,C7.9,2024-03-29 20:26:23,2024-03-29 20:31:20,2024-03-29 20:38:11,905.3,-212.4,eovsa.spec.flare_id_20240329203200.fits
20240329220100,2024-03-29,22:01:00,C4.0,2024-03-29 22:01:59,2024-03-29 22:02:23,2024-03-29 22:05:15,901.3,-215.3,eovsa.spec.flare_id_20240329220100.fits
20240330212700,2024-03-30,21:27:00,M9.3,2024-03-30 21:06:27,2024-03-30 21:27:35,2024-03-30 21:29:47,985.0,-224.4,eovsa.spec.flare_id_20240330212700.fits
20240330224900,2024-03-30,22:49:00,M4.5,2024-03-30 22:43:22,2024-03-30 22:49:36,2024-03-30 22:56:56,,,eovsa.spec.flare_id_20240330224900.fits
20240331011500,2024-03-31,01:15:00,C4.4,2024-03-31 01:14:14,2024-03-31 01:14:52,2024-03-31 01:17:39,,,eovsa.spec.flare_id_20240331011500.fits
20240410164400,2024-04-10,16:44:00,C1.7,2024-04-10 16:43:03,2024-04-10 16:44:20,2024-04-10 16:44:34,,,eovsa.spec.flare_id_20240410164400.fits
20240410194500,2024-04-10,19:45:00,C1.4,2024-04-10 19:44:57,2024-04-10 19:45:54,2024-04-10 19:47:56,,,eovsa.spec.flare_id_20240410194500.fits
20240411234500,2024-04-11,23:45:00,C4.6,2024-04-11 23:44:54,2024-04-11 23:45:21,2024-04-11 23:45:52,,,eovsa.spec.flare_id_20240411234500.fits
20240412004100,2024-04-12,00:41:00,C3.8,2024-04-12 00:39:23,2024-04-12 00:41:43,2024-04-12 00:44:58,,,eovsa.spec.flare_id_20240412004100.fits
20240412154900,2024-04-12,15:49:00,C4.1,2024-04-12 15:48:57,2024-04-12 15:49:30,2024-04-12 15:51:05,,,eovsa.spec.flare_id_20240412154900.fits
20240412175200,2024-04-12,17:52:00,C9.0,2024-04-12 17:52:27,2024-04-12 17:52:57,2024-04-12 17:59:57,-955.4,-221.0,eovsa.spec.flare_id_20240412175200.fits
20240413145800,2024-04-13,14:58:00,C5.5,2024-04-13 14:55:39,2024-04-13 14:58:29,2024-04-13 15:00:19,,,eovsa.spec.flare_id_20240413145800.fits
20240413210700,2024-04-13,21:07:00,C2.1,2024-04-13 21:06:19,2024-04-13 21:07:03,2024-04-13 21:07:41,,,eovsa.spec.flare_id_20240413210700.fits
20240414221500,2024-04-14,22:15:00,C2.8,2024-04-14 22:15:31,2024-04-14 22:17:36,2024-04-14 22:20:06,-589.9,-208.9,eovsa.spec.flare_id_20240414221500.fits
20240414235200,2024-04-14,23:52:00,C3.9,2024-04-14 23:51:54,2024-04-14 23:55:26,2024-04-14 23:56:13,,,eovsa.spec.flare_id_20240414235200.fits
20240415000500,2024-04-15,00:05:00,C4.7,2024-04-15 00:04:42,2024-04-15 00:04:25,2024-04-15 00:07:21,,,eovsa.spec.flare_id_20240415000500.fits
20240415011200,2024-04-15,01:12:00,M1.7,2024-04-15 01:11:52,2024-04-15 01:12:09,2024-04-15 01:16:50,,,eovsa.spec.flare_id_20240415011200.fits
20240415190900,2024-04-15,19:09:00,C4.3,2024-04-15 19:08:21,2024-04-15 19:09:29,2024-04-15 19:13:39,485.8,499.6,eovsa.spec.flare_id_20240415190900.fits
20240415193000,2024-04-15,19:30:00,M4.0,2024-04-15 19:28:00,2024-04-15 19:30:00,2024-04-15 19:32:00,-670.3,508.2,eovsa.spec.flare_id_20240415193000.fits
20240415200700,2024-04-15,20:07:00,C2.9,2024-04-15 20:05:32,2024-04-15 20:07:16,2024-04-15 20:10:49,,,eovsa.spec.flare_id_20240415200700.fits
20240415204800,2024-04-15,20:48:00,C4.4,2024-04-15 20:48:00,2024-04-15 20:50:04,2024-04-15 20:52:42,-680.2,491.9,eovsa.spec.flare_id_20240415204800.fits
20240416175100,2024-04-16,17:51:00,M1.1,2024-04-16 17:51:01,2024-04-16 17:53:45,2024-04-16 17:54:28,-577.7,-97.9,eovsa.spec.flare_id_20240416175100.fits
20240417154700,2024-04-17,15:47:00,C6.6,2024-04-17 15:46:20,2024-04-17 15:47:49,2024-04-17 15:52:41,,,eovsa.spec.flare_id_20240417154700.fits
20240417164600,2024-04-17,16:46:00,C5.2,2024-04-17 16:46:23,2024-04-17 16:46:53,2024-04-17 16:50:07,,,eovsa.spec.flare_id_20240417164600.fits
20240417181400,2024-04-17,18:14:00,C4.6,2024-04-17 18:13:43,2024-04-17 18:13:00,2024-04-17 18:14:02,,,eovsa.spec.flare_id_20240417181400.fits
20240417200800,2024-04-17,20:08:00,C9.7,2024-04-17 20:03:20,2024-04-17 20:08:17,2024-04-17 20:08:35,,,eovsa.spec.flare_id_20240417200800.fits
20240417220800,2024-04-17,22:08:00,M1.6,2024-04-17 22:06:00,2024-04-17 22:08:00,2024-04-17 22:10:00,-372.0,-69.7,eovsa.spec.flare_id_20240417220800.fits
